relevance_score,questions,categories,title,authors,year,type,venue,publisher,doi,cited_by_count,is_oa,landing_url,oa_url,openalex_id,abstract
30.15,"Q1,Q10,Q2,Q3,Q4",Ac-225 separation and generators; Ac-227 impurity and radionuclidic purity,Cyclotron production of 225Ac from an electroplated 226Ra target,Kotaro Nagatsu; Hisashi Suzuki; Masami Fukada; Taku Ito; Jun Ichinose; Yoshio Honda; et al.,2021,article,European Journal of Nuclear Medicine and Molecular Imaging,Springer Science+Business Media,10.1007/s00259-021-05460-7,60,True,https://doi.org/10.1007/s00259-021-05460-7,https://link.springer.com/content/pdf/10.1007/s00259-021-05460-7.pdf,https://openalex.org/W3177740248,"Abstract Purpose We demonstrate cyclotron production of high-quality 225 Ac using an electroplated 226 Ra target. Methods 226 Ra was extracted from legacy Ra sources using a chelating resin. Subsequent ion-exchange purification gave pure 226 Ra with a certain amount of carrier Ba. The radium target was prepared by electroplating. We successfully deposited about 37 MBq of 226 Ra on a target box. Maximum activation was achieved using 15.6 MeV protons on the target at 20 µA for 5 h. Two functional resins with various concentrations of nitric acid purified 225 Ac and recovered 226 Ra. Cooling the intermediate 225 Ac for 2–3 weeks decayed the major byproduct of 226 Ac and increased the radionuclidic purity of 225 Ac. Repeating the same separation protocol provided high-quality 225 Ac. Results We obtained 225 Ac at a yield of about 2.4 MBq at the end of bombardment (EOB), and the subsequent initial purification gave 1.7 MBq of 225 Ac with 226 Ac/ 225 Ac ratio of &lt; 3% at 4 days from EOB. Additional cooling time coupled with the separation procedure (secondary purification) effectively increased the 225 Ac (4n + 1 series) radionuclidic purity up to 99 + %. The recovered 225 Ac had a similar identification to commercially available 225 Ac originating from a 229 Th/ 225 Ac generator. Conclusion This procedure, which involves the 226 Ra(p,2n) 225 Ac reaction and the appropriate purification, has the potential to be a major alternative pathway for 225 Ac production because it can be performed in any facility with a compact cyclotron to address the increasing demand for 225 Ac."
29.15,"Q1,Q10,Q2,Q3,Q4,Q5",Ac-225 production and supply; Ra-226 fast-neutron pathway,Advances in 177Lu-PSMA and 225Ac-PSMA Radionuclide Therapy for Metastatic Castration-Resistant Prostate Cancer,Sui Wai Ling; Erik de Blois; Eline Hooijman; Astrid van der Veldt; Tessa Brabander,2022,article,Pharmaceutics,Multidisciplinary Digital Publishing Institute,10.3390/pharmaceutics14102166,60,True,https://doi.org/10.3390/pharmaceutics14102166,https://www.mdpi.com/1999-4923/14/10/2166/pdf?version=1666681151,https://openalex.org/W4304630351,"For patients with metastatic castration-resistant prostate cancer (mCRPC), the survival benefit of classic treatment options with chemotherapy and drugs targeting androgen signaling is limited. Therefore, beta and alpha radionuclide therapy (RNT) have emerged as novel treatment options for patients with mCRPC. Radioligands target the prostate-specific membrane antigen (PSMA) epitopes, which are upregulated up to a thousand times more in prostate cancer cells compared to the cells in normal tissues. For this reason, PSMA is an excellent target for both imaging and therapy. Over the past years, many studies have investigated the treatment effects of lutetium-177 labeled PSMA (177Lu-PSMA) and actinium-225 labeled PSMA (225Ac-PSMA) RNT in patients with mCRPC. While promising results have been achieved, this field is still in development. In this review, we have summarized and discussed the clinical data of 177Lu-PSMA and 225Ac-PSMA RNT in patients with mCRPC."
28.95,"Q1,Q10,Q4,Q5",Depletion and transport solvers; Depletion numerical methods; Depletion solver validation,Molten Salt Reactor Experiment Simulation using Shift/Griffin,Donny Hartanto; Eva Davidson; Ashley C. Godfrey; Yang Cao; Tingzhou Fei; Mauricio Tano,2023,report,Oak Ridge National Laboratory (ORNL),,10.2172/1997706,5,True,https://doi.org/10.2172/1997706,http://dx.doi.org/10.2172/1997706,https://openalex.org/W4386402854,"The Department of Energy (DOE)’s NEAMS focuses its efforts on the development of advanced modeling and simulation (M&S) tools for light-water reactors (LWRs) and non–LWRs (i.e., molten salt reactors, high-temperature gas reactors, microreactors, and fast reactors). In the previous fiscal year, the Multiphysics Applications Driver Technical Area funded molten salt reactor (MSR) M&S at Oak Ridge National Laboratory (ORNL) to generate multigroup macroscopic cross sections with Shift for a MSRE 2D lattice model in Griffin. In addition, Shift’s capability to calculate gamma dose rates from activated components in the primary exchangers in a molten salt breeder reactor was also demonstrated. In fiscal year 2023, ORNL generated multigroup macroscopic cross sections using Shift for a 3D MSRE core model. MSRE depletion calculations using Griffin were also demonstrated in this fiscal year. For the depletion calculation, one-group microscopic cross sections for the 3D MSRE core were generated using Shift, and the decay transmutation library from ORIGEN was converted to an ISOXML file, which is required as input in Griffin. Several Monte Carlo codes, such as OpenMC and Serpent, were also used to benchmark and supplement multigroup cross sections generated by Shift. Multigroup libraries were generated with 8 and 20 group structures, and the study found the 8-group structure to be more accurate when comparing Griffin results to continuous energy (CE) Monte Carlo results. The average flux from CE Shift calculations is up to ~6% higher than the CE Serpent calculations because of different values applied for the energy released per fission (κ values). The average flux in the fuel salt calculated by Griffin using cross sections generated with Shift agrees well with the reference CE Shift solution; the same is valid for the corresponding Serpent results. The maximum relative error is ~6% and ~2% compared to the CE Shift and Serpent reference solutions, respectively. Meanwhile, the average flux calculated by Griffin in the graphite moderator shows a higher difference in the thermal range when compared to both reference Monte Carlo solutions; this result suggests a need for improvement in cross section generation for the graphite moderator in the thermal range in both Monte Carlo codes. Griffin depletion calculations using cross sections from Shift and Serpent were performed and compared against ORIGEN calculations, and the nuclide densities calculated by Griffin were found to be generally in agreement with those of ORIGEN. Because a different approach was taken to calculate the energy released per fission (<em>κ</em> values) in Shift and Serpent, a difference in nuclide densities from differences in the average flux was observed between Griffin using Serpent and Shift cross sections. Griffin calculations with Shift cross sections produced higher average flux in the salt than with Serpent cross sections, leading to higher consumption of <sup>235</sup>U and higher production of <sup>135</sup>Xe. For time-dependent depletion calculations, cross sections were generated with Serpent, and Griffin’s results using these cross sections were compared to CE Serpent depletion results, demonstrating good agreement. The average difference in keff between Serpent and Griffin as a function of burnup is about 155 pcm. Similarly, good agreement with small differences up to ~0.5% was also noticed in the nuclide density of <sup>235</sup>U and <sup>135</sup>Xe. More details regarding the methodologies invoked to generate the cross section to make code-to-code comparisons are discussed further in this report. User feedback on Griffin and Shift capabilities that will enhance these calculations is provided in this report for future consideration. The work performed this fiscal year can be extended further for multiphysics coupling of Griffin-Pronghorn/SAM with Mole to study precursor flow and salt chemistry."
28.75,"Q1,Q10,Q2,Q3,Q4,Q5",Ac-225 production and supply; Ac-225 separation and generators; Ac-227 impurity and radionuclidic purity; Ra-226 fast-neutron pathway,Overview of the Most Promising Radionuclides for Targeted Alpha Therapy: The “Hopeful Eight”,Romain Eychenne; Michel Chérel; Férid Haddad; François Guérard; Jean‐François Gestin,2021,article,Pharmaceutics,Multidisciplinary Digital Publishing Institute,10.3390/pharmaceutics13060906,195,True,https://doi.org/10.3390/pharmaceutics13060906,https://www.mdpi.com/1999-4923/13/6/906/pdf?version=1624025304,https://openalex.org/W3177493668,"Among all existing radionuclides, only a few are of interest for therapeutic applications and more specifically for targeted alpha therapy (TAT). From this selection, actinium-225, astatine-211, bismuth-212, bismuth-213, lead-212, radium-223, terbium-149 and thorium-227 are considered as the most suitable. Despite common general features, they all have their own physical characteristics that make them singular and so promising for TAT. These radionuclides were largely studied over the last two decades, leading to a better knowledge of their production process and chemical behavior, allowing for an increasing number of biological evaluations. The aim of this review is to summarize the main properties of these eight chosen radionuclides. An overview from their availability to the resulting clinical studies, by way of chemical design and preclinical studies is discussed."
28.37,"Q1,Q2,Q3,Q4",Ac-225 production and supply,Geochemistry of natural radionuclides in uranium-enriched river catchments,Saif Eldin Mohammed Babiker Siddeeg,2013,dissertation,Research Explorer (The University of Manchester),University of Manchester,,3,True,https://research.manchester.ac.uk/en/publications/7b308e6e-70a4-42d1-bc2f-0a8da5f42d75,https://pure.manchester.ac.uk/ws/files/34056222/FULL_TEXT.PDF,https://openalex.org/W416251623,"Radionuclides from natural U-series in sediments from two river catchments in the UK have been studied. The aim was to gain insight into the behaviour of 238U, 234U, 230Th and 226Ra in real natural systems enriched in uranium. A radiochemical method for radium separation followed by alpha spectrometric measurement has been developed. The method allowed use of 225Ra, in equilibrium with the parent 229Th, as a yield determinant, and has been applied in 226Ra concentrations measurements in the selected areas of study.U-series progeny, 238U, 234U, 230Th and 226Ra, in totally dissolved sediments from the valley of the River Noe and the fraction leached by aqua regia, have been measured. Total sediment contents ranged from 9 ± 2 to 184 ± 8 Bq.kg-1 for uranium, 9 ± 3 to 200 ± 13 Bq.kg-1 for thorium and 18 ± 1 to 179 ± 8 Bq.kg-1 for radium. The activity concentrations in the leached fractions, compared with the total, were 46% for uranium, 54% for thorium and 56% for radium, on average. The radionuclides showed extensive disequilibrium and this suggested a complex leaching/accumulation of uranium as well as an impact of organic matter and secondary minerals.Uranium and radium have been geochemically characterised in sediments from near the South Terras abandoned uranium mine, Cornwall. Background activity concentration levels of uranium in sediments ranged from 13 ± 3 to 290 ± 14 Bq.kg-1, with radium from 42 ± 4 to 424 ± 23 Bq.kg-1. Elevated concentrations of uranium and radium were measured in two samples, S3 with 1820 ± 36 Bq.kg-1 for uranium and 940 ± 53 Bq.kg-1 for radium; and S7 with 4350 ± 53 Bq.kg-1 for uranium and 1765 ± 48 Bq.kg-1 for radium. Sequential chemical extraction for the two samples revealed that both uranium and radium were associated with organic and carbonate fractions, with 25 % of the uranium in the resistant phase of S7. 234U/238U activity ratios of the sequential extraction fractions showed different trends in the sediments, and this was linked to the impact of organic matter and/or exchange between water and sediment. Uranium-bearing minerals in association with potassium, calcium, iron, manganese and arsenic have been identified in these sediments."
28.19,"Q1,Q10,Q2,Q3,Q4",Ac-225 production and supply; Ac-225 separation and generators,225Ac-Labeled Somatostatin Analogs in the Management of Neuroendocrine Tumors: From Radiochemistry to Clinic,Léa Rubira; Emmanuel Deshayes; Lore Santoro; Pierre Olivier Kotzki; Cyril Fersing,2023,article,Pharmaceutics,Multidisciplinary Digital Publishing Institute,10.3390/pharmaceutics15041051,36,True,https://doi.org/10.3390/pharmaceutics15041051,https://www.mdpi.com/1999-4923/15/4/1051/pdf?version=1679643574,https://openalex.org/W4360859099,"The widespread use of peptide receptor radionuclide therapy (PRRT) represents a major therapeutic breakthrough in nuclear medicine, particularly since the introduction of 177Lu-radiolabeled somatostatin analogs. These radiopharmaceuticals have especially improved progression-free survival and quality of life in patients with inoperable metastatic gastroenteropancreatic neuroendocrine tumors expressing somatostatin receptors. In the case of aggressive or resistant disease, the use of somatostatin derivatives radiolabeled with an alpha-emitter could provide a promising alternative. Among the currently available alpha-emitting radioelements, actinium-225 has emerged as the most suitable candidate, especially regarding its physical and radiochemical properties. Nevertheless, preclinical and clinical studies on these radiopharmaceuticals are still few and heterogeneous, despite the growing momentum for their future use on a larger scale. In this context, this report provides a comprehensive and extensive overview of the development of 225Ac-labeled somatostatin analogs; particular emphasis is placed on the challenges associated with the production of 225Ac, its physical and radiochemical properties, as well as the place of 225Ac–DOTATOC and 225Ac–DOTATATE in the management of patients with advanced metastatic neuroendocrine tumors."
28.03,"Q1,Q10,Q2,Q3,Q4",Ac-225 separation and generators; Ac-227 impurity and radionuclidic purity,The application of poorly crystalline silicotitanate in production of 225Ac,Jonathan Fitzsimmons; Alyson Abraham; Demetra Catalano; Ali Younes; Cathy S. Cutler; Dmitri Medvedev,2019,article,Scientific Reports,Nature Portfolio,10.1038/s41598-019-48021-7,7,True,https://doi.org/10.1038/s41598-019-48021-7,https://www.nature.com/articles/s41598-019-48021-7.pdf,https://openalex.org/W2967776636,"Abstract Actinium-225 ( 225 Ac) can be produced from a Thorium-229/Radium-225 ( 229 Th/ 225 Ra) generator, from high/low energy proton irradiated natural Thorium or Radium-226 target. Titanium based ion exchanger were evaluated for purification of 225 Ac. Poorly crystalline silicotitanate (PCST) ion exchanger had high selectivity for Ba, Ag and Th. 225 Ac was received with trace amounts of 227 Ac, 227 Th and 223 Ra, and the solution was used to evaluate the retention of the isotopes on PCST ion exchanger. Over 90% of the 225 Ac was recovered from PCST, and the radiopurity was &gt;99% (calculated based on 225 Ac, 227 Th, and 223 Ra). The capacity of the PCST inorganic ion exchange for Barium and 232 Th was determined to be 24.19 mg/mL for Barium and 5.05 mg/mL for Thorium. PCST ion exchanger could separate 225 Ac from isotopes of Ra and Th, and the process represents an interesting one step separation that could be used in an 225 Ac generator from 225 Ra and/or 229 Th. Capacity studies indicated PCST could be used to separate 225 Ac produced on small 226 Ra targets (0.3–1 g), but PCST did not have a high enough capacity for production scale Th targets (50–100 g)."
27.95,"Q1,Q10,Q2,Q3,Q4,Q5",Ra-226 fast-neutron pathway,Production and purification of molecular 225Ac at CERN-ISOLDE,M. Au; L. Nies; S. Stegemann; M. Athanasakis-Kaklamanakis; T. E. Cocolios; Paul Fischer; et al.,2024,article,Journal of Radioanalytical and Nuclear Chemistry,Springer Science+Business Media,10.1007/s10967-024-09811-0,5,True,https://doi.org/10.1007/s10967-024-09811-0,https://link.springer.com/content/pdf/10.1007/s10967-024-09811-0.pdf,https://openalex.org/W4404423756,"Abstract The radioactive nuclide 225 Ac is one of the few promising candidates for cancer treatment by targeted- $$\alpha$$ <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""> <mml:mi>α</mml:mi> </mml:math> -therapy, but worldwide production of 225 Ac faces significant limitations. In this work, the Isotope Separation On-Line method was used to produce actinium by irradiating targets made of uranium carbide and thorium carbide with 1.4-GeV protons. Actinium fluoride molecules were formed, ionized through electron impact, then extracted and mass-separated as a beam of molecular ions. The composition of the mass-selected ion beam was verified using time-of-flight mass spectrometry, $$\alpha$$ <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""> <mml:mi>α</mml:mi> </mml:math> - and $$\gamma$$ <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""> <mml:mi>γ</mml:mi> </mml:math> -ray decay spectrometry. Extracted quantities of $$^{225}\textrm{Ac}^{19}\textrm{F}_2^{+}$$ <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""> <mml:mrow> <mml:mmultiscripts> <mml:mrow/> <mml:mrow/> <mml:mn>225</mml:mn> </mml:mmultiscripts> <mml:msup> <mml:mtext>Ac</mml:mtext> <mml:mn>19</mml:mn> </mml:msup> <mml:msubsup> <mml:mtext>F</mml:mtext> <mml:mn>2</mml:mn> <mml:mo>+</mml:mo> </mml:msubsup> </mml:mrow> </mml:math> particles per $$\upmu$$ <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""> <mml:mi>μ</mml:mi> </mml:math> C of incident protons were $$3.9(3)\times 10^7$$ <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""> <mml:mrow> <mml:mn>3.9</mml:mn> <mml:mrow> <mml:mo>(</mml:mo> <mml:mn>3</mml:mn> <mml:mo>)</mml:mo> </mml:mrow> <mml:mo>×</mml:mo> <mml:msup> <mml:mn>10</mml:mn> <mml:mn>7</mml:mn> </mml:msup> </mml:mrow> </mml:math> from a uranium carbide target and $$4.3(4)\times 10^7$$ <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""> <mml:mrow> <mml:mn>4.3</mml:mn> <mml:mrow> <mml:mo>(</mml:mo> <mml:mn>4</mml:mn> <mml:mo>)</mml:mo> </mml:mrow> <mml:mo>×</mml:mo> <mml:msup> <mml:mn>10</mml:mn> <mml:mn>7</mml:mn> </mml:msup> </mml:mrow> </mml:math> for a thorium carbide target. Using a magnetic mass separator, the long-lived contamination 227 Ac is suppressed to $$&lt;5.47\times 10^{-7}$$ <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""> <mml:mrow> <mml:mo>&lt;</mml:mo> <mml:mn>5.47</mml:mn> <mml:mo>×</mml:mo> <mml:msup> <mml:mn>10</mml:mn> <mml:mrow> <mml:mo>-</mml:mo> <mml:mn>7</mml:mn> </mml:mrow> </mml:msup> </mml:mrow> </mml:math> (95% confidence interval) with respect to 225 Ac by activity. Measured rates scale to collections of 108 kBq $$\upmu$$ <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""> <mml:mi>μ</mml:mi> </mml:math> A $$^{-1}$$ <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""> <mml:mmultiscripts> <mml:mrow/> <mml:mrow/> <mml:mrow> <mml:mo>-</mml:mo> <mml:mn>1</mml:mn> </mml:mrow> </mml:mmultiscripts> </mml:math> h $$^{-1}$$ <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""> <mml:mmultiscripts> <mml:mrow/> <mml:mrow/> <mml:mrow> <mml:mo>-</mml:mo> <mml:mn>1</mml:mn> </mml:mrow> </mml:mmultiscripts> </mml:math> of directly produced $$^{225}\textrm{Ac}^{19}\textrm{F}_2^{+}$$ <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""> <mml:mrow> <mml:mmultiscripts> <mml:mrow/> <mml:mrow/> <mml:mn>225</mml:mn> </mml:mmultiscripts> <mml:msup> <mml:mtext>Ac</mml:mtext> <mml:mn>19</mml:mn> </mml:msup> <mml:msubsup> <mml:mtext>F</mml:mtext> <mml:mn>2</mml:mn> <mml:mo>+</mml:mo> </mml:msubsup> </mml:mrow> </mml:math> ."
27.83,"Q1,Q10,Q2,Q3,Q4,Q5",Ac-225 production and supply; Ra-226 fast-neutron pathway,"Semi-Permanent Mass Production of Ac-225 for Cancer Therapy by the (3n,x) Reaction in Pressurized Water Reactor",Daiki Iwahashi; Y. Sasaki; Tomoatsu Shinohara; Naoyuki Takaki,2023,article,Processes,Multidisciplinary Digital Publishing Institute,10.3390/pr12010083,2,True,http://dx.doi.org/10.3390/pr12010083,https://www.mdpi.com/2227-9717/12/1/83/pdf?version=1703815156,https://openalex.org/W4390412433,"Alpha particle-emitting radiopharmaceuticals are in high demand for use in targeted alpha therapy. Ac-225 is currently produced using Th-229, but its annual production remains low, approximately 63 GBq. Previously, we produced a large amount of Ac-225 via the (n,2n) reaction in fast reactors; however, it required repetitive irradiation. In this work, we investigated a method to produce Th-229 via the (3n,x) reaction through long-term irradiation using neutrons from Pressurized Water Reactors. As target nuclides, Ra-226, which is commonly used for Ac-225 production, and Th-230, which is not widely used but is abundant, were selected. The evaluation was conducted under mixed conditions of Th-230 and Th-232. Ra-226 and Th-230 produce Th-229 (T1/2 = 7920 years) after long-term neutron irradiation. Th-229, which has a long half-life, the α-decays to produce Ra-225, and the β-decays of Ra-225 to produce Ac-225. These processes are semi-permanent owing to the long half-life of Th-229. Further, an irradiation method that does not require major changes in the upper part of the PWR fuel assembly geometry was employed by replacing the plugging device attached to the control rod guide tube with a target pin. The PWR loaded with abundant natural thorium target and irradiated with thermal neutrons for as long as approximately 5 years can produce more than twice the current world supply of Ac-225 annually and permanently."
27.43,"Q1,Q10,Q2,Q3,Q4",Ac-225 separation and generators; Ac-227 impurity and radionuclidic purity,Cyclotron Production of 225Ac from an electroplated 226Ra Target,Kotaro Nagatsu; Hisashi Suzuki; Masami Fukada; Taku Ito; Jun Ichinose; Yoshio Honda; et al.,2021,preprint,Research Square,,10.21203/rs.3.rs-276600/v1,17,True,https://doi.org/10.21203/rs.3.rs-276600/v1,https://www.researchsquare.com/article/rs-276600/v1.pdf?c=1631892397000,https://openalex.org/W3135583029,"Abstract Purpose We demonstrate a cyclotron production of high-quality 225 Ac using an electroplated 226 Ra target. Methods All 226 Ra used in this work was extracted from legacy Ra sources using a chelating resin. The subsequent ion-exchange purification gave pure 226 Ra with a certain amount of carrier Ba. The radium target was prepared by electroplating. We successfully deposited about 1 mg (mCi) of 226 Ra on a target box. Activation was performed by 16.5 MeV protons (on the target) at 20 µA for 5 h as the maximum. Purification of 225 Ac as well as 226 Ra recovery was performed using two functional resins with various concentrations of nitric acid. Cooling of the intermediate 225 Ac for 2–3 weeks decayed the major byproduct of 226 Ac and increased the radionuclidic purity of 225 Ac. Then the same separation protocol was repeated to provide high-quality 225 Ac. Results We obtained 225 Ac at a yield of about 2.4 MBq (65 µCi) at EOB, and the subsequent primal purification gave 1.7 MBq (48 µCi) of 225 Ac with 226 Ac/ 225 Ac ratio of &lt; 4% at 4 d from EOB. Additional cooling time coupled with the repeated separation procedure (secondary purification) effectively increased the 225 Ac (4n + 1 series) radionuclidic purity up to 99+%, which showed a similar identification to a commercially available 225 Ac originating from a 229 Th/ 225 Ac generator. Conclusion The 226 Ra(p,2n) 225 Ac reaction and the appropriate purification procedure has the potential to be a major alternative pathway for 225 Ac production and can be performed in any facility with a compact cyclotron to address the increasing demand for 225 Ac."
27.43,"Q1,Q10,Q2,Q3",Ac-225 separation and generators,Development of 225Ac-doped biocompatible nanoparticles for targeted alpha therapy,Miguel Toro-González; Ngozi D. Akingbesote; Amber N. Bible; Debjani Pal; Brian Sanders; Alexander S. Ivanov; et al.,2024,article,Journal of Nanobiotechnology,BioMed Central,10.1186/s12951-024-02520-6,17,True,https://doi.org/10.1186/s12951-024-02520-6,https://jnanobiotechnology.biomedcentral.com/counter/pdf/10.1186/s12951-024-02520-6,https://openalex.org/W4399275780,"Abstract Targeted alpha therapy (TAT) relies on chemical affinity or active targeting using radioimmunoconjugates as strategies to deliver α-emitting radionuclides to cancerous tissue. These strategies can be affected by transmetalation of the parent radionuclide by competing ions in vivo and the bond-breaking recoil energy of decay daughters. The retention of α-emitting radionuclides and the dose delivered to cancer cells are influenced by these processes. Encapsulating α-emitting radionuclides within nanoparticles can help overcome many of these challenges. Poly(lactic- co -glycolic acid) (PLGA) nanoparticles are a biodegradable and biocompatible delivery platform that has been used for drug delivery. In this study, PLGA nanoparticles are utilized for encapsulation and retention of actinium-225 ([ 225 Ac]Ac 3+ ). Encapsulation of [ 225 Ac]Ac 3+ within PLGA nanoparticles (Z ave = 155.3 nm) was achieved by adapting a double-emulsion solvent evaporation method. The encapsulation efficiency was affected by both the solvent conditions and the chelation of [ 225 Ac]Ac 3+ . Chelation of [ 225 Ac]Ac 3+ to a lipophilic 2,9-bis-lactam-1,10-phenanthroline ligand ([ 225 Ac]AcBLPhen) significantly decreased its release (&lt; 2%) and that of its decay daughters (&lt; 50%) from PLGA nanoparticles. PLGA nanoparticles encapsulating [ 225 Ac]AcBLPhen significantly increased the delivery of [ 225 Ac]Ac 3+ to murine (E0771) and human (MCF-7 and MDA-MB-231) breast cancer cells with a concomitant increase in cell death over free [ 225 Ac]Ac 3+ in solution. These results demonstrate that PLGA nanoparticles have potential as radionuclide delivery platforms for TAT to advance precision radiotherapy for cancer. In addition, this technology offers an alternative use for ligands with poor aqueous solubility, low stability, or low affinity, allowing them to be repurposed for TAT by encapsulation within PLGA nanoparticles. Graphical Abstract"
