source_id,category_code,category,questions,title,authors,year,source_type,venue,doi,url,evidence_depth,data_basis,method_family,project_relevance,ra226_n2n,ac225_output,time_history,recurrent_model,physics_constraint,multiobjective_optimization,experimental_validation,uncertainty_or_ood,trusted_solver_reference,screening_score,screening_note,abstract
S011,A,"Ac-225 production, separation, and quality","Q1,Q10,Q2,Q3,Q4,Q5",Production and purification of molecular 225Ac at CERN-ISOLDE,M. Au; L. Nies; S. Stegemann; M. Athanasakis-Kaklamanakis; T. E. Cocolios; Paul Fischer; et al.,2024,article,Journal of Radioanalytical and Nuclear Chemistry,10.1007/s10967-024-09811-0,https://doi.org/10.1007/s10967-024-09811-0,title and abstract screened,experimental or measured,domain study,high,no,yes,no,no,no,no,yes,no,yes,27.0,Included for structured comparison; use the linked paper for claim-level details.,"Abstract The radioactive nuclide 225 Ac is one of the few promising candidates for cancer treatment by targeted- $$\alpha$$ <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""> <mml:mi>α</mml:mi> </mml:math> -therapy, but worldwide production of 225 Ac faces significant limitations. In this work, the Isotope Separation On-Line method was used to produce actinium by irradiating targets made of uranium carbide and thorium carbide with 1.4-GeV protons. Actinium fluoride molecules were formed, ionized through electron impact, then extracted and mass-separated as a beam of molecular ions. The composition of the mass-selected ion beam was verified using time-of-flight mass spectrometry, $$\alpha$$ <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""> <mml:mi>α</mml:mi> </mml:math> - and $$\gamma$$ <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""> <mml:mi>γ</mml:mi> </mml:math> -ray decay spectrometry. Extracted quantities of $$^{225}\textrm{Ac}^{19}\textrm{F}_2^{+}$$ <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""> <mml:mrow> <mml:mmultiscripts> <mml:mrow/> <mml:mrow/> <mml:mn>225</mml:mn> </mml:mmultiscripts> <mml:msup> <mml:mtext>Ac</mml:mtext> <mml:mn>19</mml:mn> </mml:msup> <mml:msubsup> <mml:mtext>F</mml:mtext> <mml:mn>2</mml:mn> <mml:mo>+</mml:mo> </mml:msubsup> </mml:mrow> </mml:math> particles per $$\upmu$$ <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""> <mml:mi>μ</mml:mi> </mml:math> C of incident protons were $$3.9(3)\times 10^7$$ <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""> <mml:mrow> <mml:mn>3.9</mml:mn> <mml:mrow> <mml:mo>(</mml:mo> <mml:mn>3</mml:mn> <mml:mo>)</mml:mo> </mml:mrow> <mml:mo>×</mml:mo> <mml:msup> <mml:mn>10</mml:mn> <mml:mn>7</mml:mn> </mml:msup> </mml:mrow> </mml:math> from a uranium carbide target and $$4.3(4)\times 10^7$$ <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""> <mml:mrow> <mml:mn>4.3</mml:mn> <mml:mrow> <mml:mo>(</mml:mo> <mml:mn>4</mml:mn> <mml:mo>)</mml:mo> </mml:mrow> <mml:mo>×</mml:mo> <mml:msup> <mml:mn>10</mml:mn> <mml:mn>7</mml:mn> </mml:msup> </mml:mrow> </mml:math> for a thorium carbide target. Using a magnetic mass separator, the long-lived contamination 227 Ac is suppressed to $$&lt;5.47\times 10^{-7}$$ <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""> <mml:mrow> <mml:mo>&lt;</mml:mo> <mml:mn>5.47</mml:mn> <mml:mo>×</mml:mo> <mml:msup> <mml:mn>10</mml:mn> <mml:mrow> <mml:mo>-</mml:mo> <mml:mn>7</mml:mn> </mml:mrow> </mml:msup> </mml:mrow> </mml:math> (95% confidence interval) with respect to 225 Ac by activity. Measured rates scale to collections of 108 kBq $$\upmu$$ <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""> <mml:mi>μ</mml:mi> </mml:math> A $$^{-1}$$ <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""> <mml:mmultiscripts> <mml:mrow/> <mml:mrow/> <mml:mrow> <mml:mo>-</mml:mo> <mml:mn>1</mml:mn> </mml:mrow> </mml:mmultiscripts> </mml:math> h $$^{-1}$$ <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""> <mml:mmultiscripts> <mml:mrow/> <mml:mrow/> <mml:mrow> <mml:mo>-</mml:mo> <mml:mn>1</mml:mn> </mml:mrow> </mml:mmultiscripts> </mml:math> of directly produced $$^{225}\textrm{Ac}^{19}\textrm{F}_2^{+}$$ <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""> <mml:mrow> <mml:mmultiscripts> <mml:mrow/> <mml:mrow/> <mml:mn>225</mml:mn> </mml:mmultiscripts> <mml:msup> <mml:mtext>Ac</mml:mtext> <mml:mn>19</mml:mn> </mml:msup> <mml:msubsup> <mml:mtext>F</mml:mtext> <mml:mn>2</mml:mn> <mml:mo>+</mml:mo> </mml:msubsup> </mml:mrow> </mml:math> ."
S012,A,"Ac-225 production, separation, and quality","Q1,Q10,Q2,Q3,Q4,Q5",Production of Actinium-225 via High Energy Proton Induced Spallation of Thorium-232,James T. Harvey; J. A. Nolen; G.F. Vandergrift; Itacil Gomes; T. Kroc; Phil Horwitz; et al.,2011,report,Chicago Operations Office,10.2172/1032445,https://doi.org/10.2172/1032445,title and abstract screened,mixed simulation and measurement,domain study,high,no,yes,no,no,no,no,yes,no,no,27.0,Included for structured comparison; use the linked paper for claim-level details.,"The science of cancer research is currently expanding its use of alpha particle emitting radioisotopes. Coupled with the discovery and proliferation of molecular species that seek out and attach to tumors, new therapy and diagnostics are being developed to enhance the treatment of cancer and other diseases. This latest technology is commonly referred to as Alpha Immunotherapy (AIT). Actinium-225/Bismuth-213 is a parent/daughter alpha-emitting radioisotope pair that is highly sought after because of the potential for treating numerous diseases and its ability to be chemically compatible with many known and widely used carrier molecules (such as monoclonal antibodies and proteins/peptides). Unfortunately, the worldwide supply of actinium-225 is limited to about 1,000mCi annually and most of that is currently spoken for, thus limiting the ability of this radioisotope pair to enter into research and subsequently clinical trials. The route proposed herein utilizes high energy protons to produce actinium-225 via spallation of a thorium-232 target. As part of previous R and D efforts carried out at Argonne National Laboratory recently in support of the proposed US FRIB facility, it was shown that a very effective production mechanism for actinium-225 is spallation of thorium-232 by high energy proton beams. The base-line simulation for the production rate of actinium-225 by this reaction mechanism is 8E12 atoms per second at 200 MeV proton beam energy with 50 g/cm2 thorium target and 100 kW beam power. An irradiation of one actinium-225 half-life (10 days) produces {approx}100 Ci of actinium-225. For a given beam current the reaction cross section increases slightly with energy to about 400 MeV and then decreases slightly for beam energies in the several GeV regime. The object of this effort is to refine the simulations at proton beam energies of 400 MeV and above up to about 8 GeV. Once completed, the simulations will be experimentally verified using 400 MeV and 8 GeV protons available at Fermi National Accelerator Laboratory. Targets will be processed at Argonne National Laboratory to separate and purify the actinium-225 that will subsequently be transferred to NorthStar laboratory facilities for product quality testing and comparison to the product quality of ORNL produced actinium-225, which is currently the industry standard. The test irradiations at FNAL will produce 1-20 mCi per day which is more than sufficient for quantitative evaluation of the proposed production process. The beneficial outcome of this effort will be a new production route for actinium-225 that does not use or require any uranium-233 materials owned by DOE or use any radium-226 as an irradiation target but can supply the medical community's needs for actinium-225 now and in the future."
S013,A,"Ac-225 production, separation, and quality","Q1,Q10,Q2,Q3,Q4,Q5",Actinium-225 photonuclear production in nuclear reactors using a mixed radium-226 and gadolinium-157 target,Artem V. Matyskin; Susanna B. Angermeier; Saleem S. Drera; Michael C. Prible; Jeffrey A. Geuther; Michael D. Heibel,2024,article,Nuclear Medicine and Biology,10.1016/j.nucmedbio.2024.108940,https://doi.org/10.1016/j.nucmedbio.2024.108940,title and abstract screened,method or metadata,domain study,high,no,yes,no,no,no,no,no,no,no,25.0,Included for structured comparison; use the linked paper for claim-level details.,
S014,A,"Ac-225 production, separation, and quality","Q1,Q10,Q2,Q3,Q4,Q5",High-Purity Actinium-225 Production from Radium-226 using a Superconducting Electron Linac,Terry Grimm; Amanda K. Grimm; William A. Peters; Mike Zamiara,2019,article,Journal of medical imaging and radiation sciences,10.1016/j.jmir.2019.03.040,https://doi.org/10.1016/j.jmir.2019.03.040,title and abstract screened,method or metadata,production-route study,high,no,yes,no,no,no,no,no,no,no,25.0,Included for structured comparison; use the linked paper for claim-level details.,
S015,A,"Ac-225 production, separation, and quality","Q1,Q10,Q2,Q3,Q4,Q5",Toward Rapid Actinium-225 Purification via Membrane Adsorbers with Covalently Tethered Diglycolamide Ligands,Shruti Krishna Radhakrishnan; Megan M. Sibley; Bernadette L. Schneider; Pavithra H. A. Kankanamalage; Tuli Banik; Tae Kyong John Kim; et al.,2026,article,ACS Applied Materials & Interfaces,10.1021/acsami.5c17147,https://doi.org/10.1021/acsami.5c17147,title and abstract screened,experimental or measured,domain study,high,no,yes,no,no,no,no,yes,no,no,25.0,Included for structured comparison; use the linked paper for claim-level details.,"High Resolution Image Download MS PowerPoint Slide Extractive diglycolamide (DGA) resins are used in several state-of-the-art techniques for purifying 225 Ac, a promising radiometal for targeted alpha therapy. Unfortunately, separation processes that rely on resins are often limited to slow flow rates, high elution volumes, and long processing times. Membrane adsorbers functionalized with DGA ligands are an alternative separation material that may overcome these challenges. This work presents (1) the synthesis of an aminated tetrahexyldiglycolamide ligand, (2) the covalent tethering of the ligand to electrospun poly(vinylbenzyl chloride) fiber mats, and (3) the adsorption and desorption of La(III) and 225 Ac. Chemical and physical characterization supports the covalent tethering of the ligand to the fiber mat, as well as the preservation of the fiber surface area and porosity after functionalization. Equilibrium adsorption experiments were performed with stable La(III) and radioactive 225 Ac. Trends in affinity are consistent between commercial resins and the synthesized membrane adsorbers; however, the Langmuir constants and the maximum binding capacity of the membrane adsorbers were generally lower than the resins. Despite these differences, the modeled selectivity for an equimolar solution of La(III)/ 225 Ac in 10 M nitric acid is 57. Furthermore, 225 Ac is rapidly desorbed from the fibers in 10 M nitric acid (<20 min). The La(III)/ 225 Ac selectivity and rapid 225 Ac desorption indicate this class of materials is promising for rapid radioanalytical separations."
S016,A,"Ac-225 production, separation, and quality","Q2,Q3,Q4",Quantification of trace 227Ac and other radionuclidic impurities in mass-separated 225Ac samples produced at CERN-MEDICIS,J. D. Johnson; Cyril Bernerd; Frank Bruchertseifer; T. E. Cocolios; Marie Deseyn; Charlotte Duchemin; et al.,2025,article,Scientific Reports,10.1038/s41598-025-02277-4,https://doi.org/10.1038/s41598-025-02277-4,title and abstract screened,experimental or measured,domain study,medium,no,yes,no,no,no,no,yes,no,no,24.0,Included for structured comparison; use the linked paper for claim-level details.,"Abstract 225 Ac is a promising candidate medical radionuclide for targeted alpha therapy of advanced stage cancers. One of the main production pathways is the high-energy proton spallation of thorium-based targets, that requires an efficient, nuclide-selective separation method to recover 225 Ac from hundreds of co-produced spallation and fission products. The main radioactive contaminant of concern is 227 Ac (T 1/2 = 21.8 years), that could preclude extensive medical use if not significantly suppressed. In this work, 225 Ac samples were produced by mass separation of radioactive ion beams extracted from proton-irradiated thorium-based targets. The activity of 225 Ac and other possible contaminants of the samples were measured using complementary gamma- and alpha-decay spectrometry methods, while 227 Ac activity was calculated by performing alpha-decay spectrometry of recoiled progeny from the sample. Using this novel method, accurate measurement of trace 227 Ac activity in 225 Ac samples was performed much faster than with conventional spectrometry techniques, thanks to its 10,000-fold increase in relative sensitivity. The end of collection activity ratio of 227 Ac to 225 Ac in two samples from irradiated targets were determined to be $$2.00(10) \times 10^{-6}$$ and $$2.7(4) \times 10^{-6}$$ respectively, three orders of magnitude below the 227 Ac activity in 225 Ac products obtained through radiochemical separation. The high separation factor of 225 Ac over 227 Ac suggests the suitability of mass-separated accelerator-based 225 Ac for medical use."
S017,A,"Ac-225 production, separation, and quality","Q1,Q10,Q2,Q3,Q4,Q5",Feasibility of a novel photoproduction of 225Ac and 227Th with natural thorium target,Kwangho Ju; Yonghee Kim,2022,article,Scientific Reports,10.1038/s41598-021-04339-9,https://doi.org/10.1038/s41598-021-04339-9,title and abstract screened,method or metadata,production-route study,medium,no,yes,no,no,no,no,no,no,no,22.0,Included for structured comparison; use the linked paper for claim-level details.,"Abstract We propose an innovative way to produce both 225 Ac and 227 Th, two precious radioisotopes enabling promising targeted alpha therapy, in a natural thorium target bombarded with a 30–90 MeV electron beam. Bremsstrahlung photons in the target are analyzed by MCNP and in-situ photonuclear transmutation of 232 Th is evaluated by using the TENDL nuclear data. In the photo-transmutation analysis, 13 nuclides including 229 Th and 231 Pa are modelled. Special procedures with chemical separations are also proposed to produce pure 225 Ac and 227 Th in separate streams. In addition, performance of the new approach is compared with conventional methods in terms of the 225 Ac and 227 Th yields. After a Th target is bombarded with a 500 kW electron beam for a year, yearly 225 Ac yield is ~ 8.47 GBq (semi-permanently) and yearly 227 Th yield is ~ 48.9 GBq over 50 years, and their yields are at least doubled in a 2-year irradiation. This work will help increase global supply of the two precious isotopes and would invariably help advance TAT-related researches and developments."
S018,A,"Ac-225 production, separation, and quality","Q2,Q3,Q4",Defining Processing Times for Accelerator Produced 225Ac and Other Isotopes from Proton Irradiated Thorium,Jonathan Fitzsimmons; Justin Griswold; Dmitri Medvedev; Cathy S. Cutler; L.F. Mausner,2019,article,Molecules,10.3390/molecules24061095,https://doi.org/10.3390/molecules24061095,title and abstract screened,experimental or measured,nuclear experiment,medium,no,yes,no,no,no,no,yes,no,no,18.0,Included for structured comparison; use the linked paper for claim-level details.,"During the purification of radioisotopes, decay periods or time dependent purification steps may be required to achieve a certain level of radiopurity in the final product. Actinum-225 (Ac-225), Silver-111 (Ag-111), Astatine-211 (At-211), Ruthenium-105 (Ru-105), and Rhodium-105 (Rh-105) are produced in a high energy proton irradiated thorium target. Experimentally measured cross sections, along with MCNP6-generated cross sections, were used to determine the quantities of Ac-225, Ag-111, At-211, Ru-105, Rh-105, and other co-produced radioactive impurities produced in a proton irradiated thorium target at Brookhaven Linac Isotope Producer (BLIP). Ac-225 and Ag-111 can be produced with high radiopurity by the proton irradiation of a thorium target at BLIP."
S019,A,"Ac-225 production, separation, and quality","Q1,Q10,Q2,Q3,Q4,Q5,Q7,Q9",Large scale accelerator production of 225Ac: Effective cross sections for 78–192 MeV protons incident on 232Th targets,Justin Griswold; Dmitri Medvedev; Jonathan W. Engle; Roy Copping; Jonathan Fitzsimmons; Valery Radchenko; et al.,2016,article,Applied Radiation and Isotopes,10.1016/j.apradiso.2016.09.026,https://doi.org/10.1016/j.apradiso.2016.09.026,title and abstract screened,method or metadata,production-route study,medium,no,yes,no,no,no,no,no,no,yes,17.0,Included for structured comparison; use the linked paper for claim-level details.,
S020,A,"Ac-225 production, separation, and quality","Q1,Q10,Q2,Q3,Q4,Q5","Transport model predictions of 225Ac production cross sections via energetic p, d and α irradiation of 232Th targets",Naser T. Burahmah; Justin Griswold; L. Heilbronn; Saed Mirzadeh,2021,article,Applied Radiation and Isotopes,10.1016/j.apradiso.2021.109676,https://doi.org/10.1016/j.apradiso.2021.109676,title and abstract screened,method or metadata,production-route study,medium,no,yes,no,no,no,no,no,no,no,17.0,Included for structured comparison; use the linked paper for claim-level details.,
S021,B,Ra-226 nuclear data and neutron-spectrum evidence,"Q10,Q3,Q4","Status of the <sup>226</sup> Ra nuclear data library and its impact on the production amount of <sup>225</sup> Ac via the <sup>226</sup> Ra (n,2n) reaction",Y. Sasaki; Nobuyuki Iwamoto; Naoyuki Takaki; Shigetaka Maeda,2023,article,Journal of Nuclear Science and Technology,10.1080/00223131.2023.2295018,https://doi.org/10.1080/00223131.2023.2295018,title and abstract screened,experimental or measured,production-route study,high,yes,yes,no,no,no,no,yes,no,no,45.0,Included for structured comparison; use the linked paper for claim-level details.,"225Ac is a promising alpha emitter for targeted alpha therapy. However, the current capability of 225Ac supply is limited to approximately 63 GBq/y, primarily relying on the natural source of 229Th stocked at a few institutes. Therefore, alternative 225Ac production methods are highly desired. The research and development of 225Ac and its parent nuclide production methods using accelerators and reactors to target 226Ra and 232Th are actively pursued worldwide. Hence, the authors focused on the 226Ra(n,2n)225Ra method using fast neutron spectra as an application of the experimental fast reactor Joyo. This study investigated the status of nuclear data libraries for 226Ra, an essential target for 225Ac production, and evaluated the impact of different nuclear data libraries on the amount of 225Ac produced. Consequently, cross-sections with covariance data were stored in TENDL-2021, JEFF-3.3, and EAF-2010 but not in ENDF or JENDL, the major nuclear data libraries. Furthermore, no consistency occurred among the respective nuclear data, and the 225Ra production amount varied."
S022,B,Ra-226 nuclear data and neutron-spectrum evidence,"Q10,Q3,Q4","Cross-sections for the reactions 226Ra(n,2n)225Ra and 226Ra(n,3n)224Ra with 14·5 MeV neutrons",L.P. O'Connor; J.L. Perkin,1960,article,Journal of Inorganic and Nuclear Chemistry,10.1016/0022-1902(60)80227-8,https://doi.org/10.1016/0022-1902(60)80227-8,title and abstract screened,method or metadata,domain study,high,yes,no,no,no,no,no,no,no,no,26.0,Included for structured comparison; use the linked paper for claim-level details.,
S023,B,Ra-226 nuclear data and neutron-spectrum evidence,"Q10,Q3,Q4",Spectral Characterization of the Epithermal Neutron Beam at the Brookhaven Medical Research Reactor,Y.D. Harker; R.A. Anderl; G.K. Becker; L.G. Miller,1992,article,Nuclear Science and Engineering,10.13182/nse92-a23909,https://doi.org/10.13182/nse92-a23909,title and abstract screened,experimental or measured,nuclear experiment,medium,no,no,no,no,no,no,yes,no,no,23.0,Included for structured comparison; use the linked paper for claim-level details.,Neutron spectrum measurements are performed on the aluminum-oxide-filtered neutron beam at the Brookhaven Medical Research Reactor (BMRR). Two independent measurement techniques are used in the spectrum characterization: (a) foil activation spectrometry and (b) proton-recoil spectrometry.Activation foil assemblies are irradiated at the exit port of the beam facility. Dominant resonances in selected activation reactions are used to measure the epithermal neutron spectrum. The intermediate and fast energy ranges of the neutron spectrum are measured by threshold reactions and the 10B-filtered 235U fission reaction. Neutron spectral data are derived from the activation data by two approaches: (a) an analysis that yields neutron flux values at the energies of the dominant or primary resonances in the epithermal activation reactions and (b) an analysis that utilizes all the activation data simultaneously in a spectrum unfolding process using the FERRET data adjustment code.Hydrogen-filled proton-recoil proportional chambers are used at the beam port exit to acquire data of a higher energy resolution than that obtainable through foil activation techniques. These measurements are made to determine if structure in the aluminum scattering cross section would produce significant structure in the filtered spectrum in the fast neutron region.
S024,B,Ra-226 nuclear data and neutron-spectrum evidence,"Q10,Q3,Q4","14.77 MeV neutron-induced nuclear reaction cross sections for zinc, yttrium, and molybdenum targets*",T.S. Ganesapandy; G.T. Bholane; S. H. Patil; S.S. Dahiwale; V.N. Bhoraskar; S.D. Dhole,2022,article,Chinese Physics C,10.1088/1674-1137/aca584,https://doi.org/10.1088/1674-1137/aca584,title and abstract screened,experimental or measured,nuclear experiment,medium,no,no,no,no,no,no,yes,yes,no,22.0,Included for structured comparison; use the linked paper for claim-level details.,"Abstract The cross sections for neutron-induced nuclear reactions on natural zinc, yttrium, and molybdenum targets were measured at a neutron energy of 14.77 ± 0.17 MeV using the activation technique, offline gamma-ray spectrometry, and a detailed covariance analysis. The uncertainty in the statistical model calculations of cross sections for the ( n , 2 n ), ( n , p ), ( n , α ), and ( n , γ ) reactions with natural zinc, yttrium, and molybdenum at neutron energies from 13 to 17 MeV was calculated using the TALYS-1.96 nuclear code. The measured cross sections of the present study were compared with the experimental cross sections reported in the EXFOR database, the cross sections were calculated with the TALYS-1.96 and EMPIRE-3.2.3 nuclear codes and the evaluated nuclear data from the TENDL-2019, JENDL-5, and ENDF/B-VIII.0 libraries."
S025,B,Ra-226 nuclear data and neutron-spectrum evidence,"Q10,Q3,Q4","A Comprehensive Review of Fast Neutron-Induced (n,p) Reaction Excitation Functions and Their Applications",Dr. Manish Gupta,2026,article,Journal of Science Innovations and Nature of Earth,10.59436/jsiane.v6i1.29.2583-2093,https://doi.org/10.59436/jsiane.v6i1.29.2583-2093,title and abstract screened,experimental or measured,nuclear experiment,medium,no,no,no,no,no,no,yes,no,no,22.0,Included for structured comparison; use the linked paper for claim-level details.,"One of the most important categories of nuclear reactions to study both nuclear structure, reaction mechanisms and applications in the field of nuclear engineering is (n,p) reactions caused by fast neutrons. Accurate excitation functions of this type of reactions provide the essential cross-section data required in any reactor design, fusion, radiation shielding and dosimetry, as well as in medical isotope production, activation analysis and nuclear astrophysics. Over the last few decades a lot of experimental work and theoretical calculations concerning (n,p) reactions have been done through the use of sources based on accelerators, while the availability of more advanced reaction codes such as TALYS, EMPIRE, CoH and ALICE has made the predictions of excitation functions better across wide ranges of neutron energy. The aim of this review is to present the knowledge available about the excitation functions of fast neutron-induced reactions and to result in the ranges of neutron energy, starting from threshold and going to nearly 30 MeV. Different experimental techniques like activation methods, time-of-flight spectroscopy and quasi-monoenergetic neutron production procedures are also dealt with together with their uncertainties and difficulties in measurement. Moreover, the evaluation of major nuclear data libraries including ENDF/B, JEFF, JENDL, TENDL, IRDFF and EXFOR is carried out in order to compare discrepancies of experimental databases and theoretical evaluations. The article also discusses the developments that are being made concerning reaction modelling, potential optical model theory, pre-equilibrium process, formation of compound nucleus and theories used in this area of study. Also there are discussions of using excitation functions of (n,p) reactions, where discussed applications include reactors and fusion energy systems, among others. Emerging trends involving machine learning will also be discussed here, while suggestions for future research will also be provided to enable improvements in both areas of experimental accuracy and theoretical reliability."
